"RespondentId"	"student_type"	"department"	"tuition_covered"	"stipend_type"	"contract_position"	"funding_source"	"contract_term"	"stipend_amt"	"addtl_funding"	"addtl_amt"	"total_funding"	"Program"	"Level"	"College"	"dist"	"program_type"
"112"	96302126	"Doctorate"	"Health Promotion"	"Yes"	"Yes"	"Graduate Research Assistant"	"Internal (within USC)"	"9-month"	14000	"No"	0	14000	"Health Promotion, Education, and Behavior"	"Doctorate"	"Public Health"	0.203252032520325	"Social Science"
"113"	96302995	"Doctorate"	"Health Promotion"	"Yes"	"Yes"	"Graduate Research Assistant"	"Internal (within USC)"	"12-month"	18000	"No"	0	18000	"Health Promotion, Education, and Behavior"	"Doctorate"	"Public Health"	0.203252032520325	"Social Science"
"114"	96319917	"Doctorate"	"Health Promotion Education and Behavior"	"Yes"	"Yes"	"Graduate Research Assistant"	"Both"	"Semester-based"	34000	"Yes"	0	34000	"Health Promotion, Education, and Behavior"	"Doctorate"	"Public Health"	0.0162601626016261	"Social Science"
"115"	96302298	"Doctorate"	"Health Promotion, Education and Behavior"	"Yes"	"Yes"	"Graduate Research Assistant"	"Internal (within USC)"	"9-month"	16000	"No"	0	16000	"Health Promotion, Education, and Behavior"	"Doctorate"	"Public Health"	0.00813008130081305	"Social Science"
"116"	96299954	"Doctorate"	"Health Promotion, Education, and Behavior"	"Yes"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"Semester-based"	16000	"No"	0	16000	"Health Promotion, Education, and Behavior"	"Doctorate"	"Public Health"	0	"Social Science"
"117"	96300011	"Doctorate"	"Health Promotion, Education, and Behavior"	"Yes"	"Yes"	"Graduate Research Assistant"	"Both"	"9-month"	16000	"Yes"	1000	17000	"Health Promotion, Education, and Behavior"	"Doctorate"	"Public Health"	0	"Social Science"
"118"	96300943	"Doctorate"	"Health Promotion, Education, and Behavior"	"Yes"	"Yes"	"Graduate Research Assistant"	"Internal (within USC)"	"9-month"	15600	"No"	0	15600	"Health Promotion, Education, and Behavior"	"Doctorate"	"Public Health"	0	"Social Science"
"119"	96303697	"Doctorate"	"Health Promotion, Education, and Behavior"	"Yes"	"Yes"	"Graduate Research Assistant"	"Internal (within USC)"	"9-month"	16000	"Yes"	1000	17000	"Health Promotion, Education, and Behavior"	"Doctorate"	"Public Health"	0	"Social Science"
"120"	96300236	"Doctorate"	"Health Services Policy and Management"	"Yes"	"Yes"	"Graduate Research Assistant"	"Internal (within USC)"	"9-month"	20000	"No"	0	20000	"Health Services Policy and Management"	"Doctorate"	"Public Health"	0	"Humanities"
"121"	96300993	"Doctorate"	"history"	"Yes"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"Semester-based"	17250	"No"	0	17250	"History"	"Doctorate"	"Arts and Sciences"	0.0952380952380952	"Humanities"
"122"	96300528	"Doctorate"	"History"	"Partially"	"Yes"	"Graduate Teaching Assistant"	"Both"	"Semester-based"	15720	"No"	0	15720	"History"	"Doctorate"	"Arts and Sciences"	0	"Humanities"
"123"	96347045	"Doctorate"	"History"	"Yes"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"9-month"	17500	"No"	0	17500	"History"	"Doctorate"	"Arts and Sciences"	0	"Humanities"
"124"	96300448	"Doctorate"	"Hospitality Management"	"Yes"	"Yes"	"Instructor of Record"	"Internal (within USC)"	"Semester-based"	21000	"Yes"	10000	31000	"Hospitality Management"	"Doctorate"	"Hospitality Retail and Sport Management"	0	"Humanities"
"125"	96303055	"Doctorate"	"Hospitality Management"	"Yes"	"Yes"	"Graduate Research Assistant"	"Internal (within USC)"	"9-month"	21000	"No"	0	21000	"Hospitality Management"	"Doctorate"	"Hospitality Retail and Sport Management"	0	"Humanities"
"126"	96318491	"Doctorate"	"Hospitality Management"	"Partially"	"Yes"	"Graduate Research Assistant"	"Internal (within USC)"	"9-month"	21000	"No"	0	21000	"Hospitality Management"	"Doctorate"	"Hospitality Retail and Sport Management"	0	"Humanities"
"127"	96300252	"Doctorate"	"journalism and mass communication"	"No"	"Yes"	"Instructor of Record"	"Internal (within USC)"	"Other"	9000	"No"	0	9000	"Journalism and Mass Communications"	"Doctorate"	"Information and Communications"	0.125074272133096	"Humanities"
"128"	96306562	"Doctorate"	"journalism and mass communication"	"Yes"	"Yes"	"Graduate Research Assistant"	"Internal (within USC)"	"9-month"	18000	"No"	0	18000	"Journalism and Mass Communications"	"Doctorate"	"Information and Communications"	0.125074272133096	"Humanities"
"129"	96300344	"Doctorate"	"Library and Information Science"	"Partially"	"Yes"	"Graduate Research Assistant"	"Internal (within USC)"	"9-month"	4800	"Yes"	500	5300	"Library and Information Science"	"Doctorate"	"Information and Communications"	0	"Social Science"
"130"	96300089	"Doctorate"	"Linguistics"	"Yes"	"Yes"	"Graduate Staff Assistant"	"Internal (within USC)"	"9-month"	14000	"No"	0	14000	"Linguistics"	"Doctorate"	"Arts and Sciences"	0	"Humanities"
"131"	96300211	"Doctorate"	"Linguistics"	"Yes"	"Yes"	"Graduate Staff Assistant"	"Both"	"9-month"	19000	"No"	0	19000	"Linguistics"	"Doctorate"	"Arts and Sciences"	0	"Humanities"
"132"	96300622	"Doctorate"	"Linguistics"	"Yes"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"9-month"	16000	"Yes"	4000	20000	"Linguistics"	"Doctorate"	"Arts and Sciences"	0	"Humanities"
"133"	96301773	"Doctorate"	"Linguistics"	"Yes"	"Yes"	"Instructor of Record"	"Internal (within USC)"	"9-month"	16000	"No"	0	16000	"Linguistics"	"Doctorate"	"Arts and Sciences"	0	"Humanities"
"134"	96316862	"Doctorate"	"Linguistics"	"Partially"	"Yes"	"Instructor of Record"	"Internal (within USC)"	"9-month"	14600	"Yes"	10000	24600	"Linguistics"	"Doctorate"	"Arts and Sciences"	0	"Humanities"
"135"	96337673	"Doctorate"	"Linguistics"	"Yes"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"9-month"	15000	"No"	0	15000	"Linguistics"	"Doctorate"	"Arts and Sciences"	0	"Humanities"
"136"	96351537	"Doctorate"	"Linguistics"	"Yes"	"Yes"	"Instructor of Record"	"Internal (within USC)"	"9-month"	15000	"No"	0	15000	"Linguistics"	"Doctorate"	"Arts and Sciences"	0	"Humanities"
"137"	96301457	"Doctorate"	"Linguistics Program"	"Yes"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"9-month"	15000	"No"	0	15000	"Linguistics"	"Doctorate"	"Arts and Sciences"	0.140350877192982	"Humanities"
"138"	96304482	"Doctorate"	"Linguistics Program"	"Yes"	"Yes"	"Graduate Research Assistant"	"Internal (within USC)"	"9-month"	15000	"Yes"	0	15000	"Linguistics"	"Doctorate"	"Arts and Sciences"	0.140350877192982	"Humanities"
"139"	96300521	"Doctorate"	"Marine science"	"Yes"	"Yes"	"Graduate Research Assistant"	"Internal (within USC)"	"9-month"	17000	"Yes"	6500	23500	"Marine Science"	"Doctorate"	"Arts and Sciences"	0.0476190476190477	"Natural Science"
"140"	96347179	"Doctorate"	"Marine Science"	"Partially"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"Semester-based"	17250	"No"	0	17250	"Marine Science"	"Doctorate"	"Arts and Sciences"	0	"Natural Science"
"141"	96300547	"Doctorate"	"Math"	"Partially"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"Semester-based"	9750	"No"	0	9750	"Mathematics"	"Doctorate"	"Arts and Sciences"	0.212121212121212	"Natural Science"
"142"	96299899	"Doctorate"	"Mathematics"	"Yes"	"Yes"	"Instructor of Record"	"Internal (within USC)"	"Semester-based"	20000	"Yes"	4000	24000	"Mathematics"	"Doctorate"	"Arts and Sciences"	0	"Natural Science"
"143"	96300062	"Doctorate"	"Mathematics"	"Yes"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"9-month"	19500	"No"	0	19500	"Mathematics"	"Doctorate"	"Arts and Sciences"	0	"Natural Science"
"144"	96301150	"Doctorate"	"Mathematics"	"Yes"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"9-month"	19500	"No"	0	19500	"Mathematics"	"Doctorate"	"Arts and Sciences"	0	"Natural Science"
"145"	96302235	"Doctorate"	"Mathematics"	"Yes"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"9-month"	20000	"No"	0	20000	"Mathematics"	"Doctorate"	"Arts and Sciences"	0	"Natural Science"
"146"	96302656	"Doctorate"	"Mathematics"	"Yes"	"Yes"	"Instructor of Record"	"Internal (within USC)"	"9-month"	20000	"No"	0	20000	"Mathematics"	"Doctorate"	"Arts and Sciences"	0	"Natural Science"
"147"	96305149	"Doctorate"	"Mathematics"	"Yes"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"Semester-based"	20000	"No"	0	20000	"Mathematics"	"Doctorate"	"Arts and Sciences"	0	"Natural Science"
"148"	96346358	"Doctorate"	"Mathematics"	"Partially"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"9-month"	19500	"No"	0	19500	"Mathematics"	"Doctorate"	"Arts and Sciences"	0	"Natural Science"
"149"	96300029	"Doctorate"	"Mechanical Engineering"	"Yes"	"Yes"	"Graduate Research Assistant"	"Internal (within USC)"	"Semester-based"	21600	"No"	0	21600	"Mechanical Engineering"	"Doctorate"	"Engineering and Computing"	0	"Engineering"
"150"	96300591	"Doctorate"	"Mechanical Engineering"	"Yes"	"Yes"	"Graduate Research Assistant"	"Internal (within USC)"	"12-month"	24500	"No"	0	24500	"Mechanical Engineering"	"Doctorate"	"Engineering and Computing"	0	"Engineering"
"151"	96303109	"Doctorate"	"Mechanical Engineering"	"Yes"	"Yes"	"Graduate Research Assistant"	"Both"	"9-month"	18500	"No"	0	18500	"Mechanical Engineering"	"Doctorate"	"Engineering and Computing"	0	"Engineering"
"152"	96337949	"Doctorate"	"Mechanical Engineering"	"Yes"	"Yes"	"Graduate Staff Assistant"	"Internal (within USC)"	"9-month"	19000	"Yes"	10000	29000	"Mechanical Engineering"	"Doctorate"	"Engineering and Computing"	0	"Engineering"
"153"	96300185	"Doctorate"	"Music"	"Partially"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"9-month"	7704	"No"	0	7704	"Music Education"	"Doctorate"	"Music"	0.222222222222222	"Humanities"
"154"	96301607	"Doctorate"	"Music"	"Yes"	"Yes"	"Graduate Research Assistant"	"Internal (within USC)"	"12-month"	8000	"No"	0	8000	"Music Education"	"Doctorate"	"Music"	0.222222222222222	"Humanities"
"155"	96302565	"Doctorate"	"Music"	"Partially"	"Yes"	"Graduate Teaching Assistant"	"Both"	"9-month"	8000	"Yes"	1500	9500	"Music Education"	"Doctorate"	"Music"	0.222222222222222	"Humanities"
"156"	96302776	"Doctorate"	"Music"	"Yes"	"Yes"	"Other"	"Internal (within USC)"	"9-month"	8000	"No"	0	8000	"Music Education"	"Doctorate"	"Music"	0.222222222222222	"Humanities"
"157"	96317750	"Doctorate"	"Music"	"Partially"	"Yes"	"Instructor of Record"	"Internal (within USC)"	"9-month"	8000	"No"	0	8000	"Music Education"	"Doctorate"	"Music"	0.222222222222222	"Humanities"
"158"	96320846	"Doctorate"	"Music"	"Yes"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"Semester-based"	5200	"Yes"	1500	6700	"Music Education"	"Doctorate"	"Music"	0.222222222222222	"Humanities"
"159"	96326882	"Doctorate"	"Music"	"Partially"	"Yes"	"Graduate Staff Assistant"	"Internal (within USC)"	"12-month"	8600	"No"	0	8600	"Music Education"	"Doctorate"	"Music"	0.222222222222222	"Humanities"
"160"	96346390	"Doctorate"	"Music"	"Yes"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"9-month"	8000	"Yes"	1500	9500	"Music Education"	"Doctorate"	"Music"	0.222222222222222	"Humanities"
"161"	96300388	"Doctorate"	"Nursing"	"No"	"Yes"	"Other"	"Both"	"Semester-based"	3200	"Yes"	0	3200	"Nursing Science"	"Doctorate"	"Nursing"	0.177777777777778	"Professional"
"162"	96302978	"Doctorate"	"Nursing"	"Partially"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"Semester-based"	3000	"No"	0	3000	"Nursing Science"	"Doctorate"	"Nursing"	0.177777777777778	"Professional"
"163"	96300347	"Doctorate"	"PhD in Electrical Engineering"	"Yes"	"Yes"	"Graduate Research Assistant"	"Internal (within USC)"	"12-month"	25000	"No"	0	25000	"Electrical Engineering"	"Doctorate"	"Engineering and Computing"	0.239550679205852	"Engineering"
"164"	96300161	"Doctorate"	"PhD in Environmental Health Sciences"	"Yes"	"Yes"	"Graduate Research Assistant"	"Internal (within USC)"	"12-month"	20000	"No"	0	20000	"Environmental Health Sciences"	"Doctorate"	"Public Health"	0.214240102171137	"Natural Science"
"165"	96346595	"Doctorate"	"PhD in Geological Sciences "	"Yes"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"12-month"	25250	"No"	0	25250	"Geological Sciences"	"Doctorate"	"Arts and Sciences"	0.239116309291748	"Natural Science"
"166"	96301014	"Doctorate"	"Philosophy"	"Yes"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"9-month"	21000	"Yes"	4000	25000	"Philosophy"	"Doctorate"	"Arts and Sciences"	0	"Humanities"
"167"	96301772	"Doctorate"	"Physical Education"	"Partially"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"9-month"	11000	"No"	0	11000	"Physical Education"	"Doctorate"	"Education"	0	"Humanities"
"168"	96328200	"Doctorate"	"Physical Education"	"Partially"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"9-month"	21500	"No"	0	21500	"Physical Education"	"Doctorate"	"Education"	0	"Humanities"
"169"	96318103	"Doctorate"	"Physical Education Ph.D."	"Partially"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"9-month"	10000	"No"	0	10000	"Physical Education"	"Doctorate"	"Education"	0.0833333333333334	"Humanities"
"170"	96303726	"Doctorate"	"Physical Education, PhD program"	"Partially"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"Semester-based"	10000	"No"	0	10000	"Physical Education"	"Doctorate"	"Education"	0.139784946236559	"Humanities"
"171"	96300151	"Doctorate"	"Physics"	"Yes"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"9-month"	19250	"No"	0	19250	"Physics"	"Doctorate"	"Arts and Sciences"	0	"Natural Science"
"172"	96302187	"Doctorate"	"Physics"	"Yes"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"9-month"	19000	"No"	0	19000	"Physics"	"Doctorate"	"Arts and Sciences"	0	"Natural Science"
"173"	96357017	"Doctorate"	"Physics"	"Partially"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"9-month"	19000	"No"	0	19000	"Physics"	"Doctorate"	"Arts and Sciences"	0	"Natural Science"
"174"	96346365	"Doctorate"	"Physics and Astronomy"	"Yes"	"Yes"	"Graduate Research Assistant"	"Internal (within USC)"	"Semester-based"	22000	"No"	0	22000	"Physics"	"Doctorate"	"Arts and Sciences"	0.222222222222222	"Natural Science"
"175"	96302194	"Doctorate"	"Political science"	"Yes"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"9-month"	14400	"No"	0	14400	"Political Science"	"Doctorate"	"Arts and Sciences"	0.0392156862745099	"Social Science"
"176"	96299945	"Doctorate"	"Political Science"	"Yes"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"9-month"	19250	"No"	0	19250	"Political Science"	"Doctorate"	"Arts and Sciences"	0	"Social Science"
"177"	96300392	"Doctorate"	"Political Science"	"Yes"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"9-month"	15000	"No"	0	15000	"Political Science"	"Doctorate"	"Arts and Sciences"	0	"Social Science"
"178"	96300396	"Doctorate"	"Political Science"	"Yes"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"Semester-based"	15250	"No"	0	15250	"Political Science"	"Doctorate"	"Arts and Sciences"	0	"Social Science"
"179"	96302198	"Doctorate"	"Political Science"	"Yes"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"9-month"	15250	"No"	0	15250	"Political Science"	"Doctorate"	"Arts and Sciences"	0	"Social Science"
"180"	96302421	"Doctorate"	"Political Science"	"Yes"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"9-month"	15250	"No"	0	15250	"Political Science"	"Doctorate"	"Arts and Sciences"	0	"Social Science"
"181"	96346201	"Doctorate"	"Political Science"	"Yes"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"12-month"	15250	"No"	0	15250	"Political Science"	"Doctorate"	"Arts and Sciences"	0	"Social Science"
"182"	96356327	"Doctorate"	"Political Science"	"Yes"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"12-month"	15250	"No"	0	15250	"Political Science"	"Doctorate"	"Arts and Sciences"	0	"Social Science"
"183"	96304215	"Doctorate"	"psychology"	"Yes"	"Yes"	"Graduate Research Assistant"	"Internal (within USC)"	"9-month"	18250	"No"	0	18250	"Psychology"	"Doctorate"	"Arts and Sciences"	0.0666666666666668	"Social Science"
"184"	96299917	"Doctorate"	"Psychology"	"Yes"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"9-month"	18250	"Yes"	4000	22250	"Psychology"	"Doctorate"	"Arts and Sciences"	0	"Social Science"
"185"	96300061	"Doctorate"	"Psychology"	"Yes"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"9-month"	18250	"No"	0	18250	"Psychology"	"Doctorate"	"Arts and Sciences"	0	"Social Science"
"186"	96300092	"Doctorate"	"Psychology"	"Yes"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"9-month"	18000	"No"	0	18000	"Psychology"	"Doctorate"	"Arts and Sciences"	0	"Social Science"
"187"	96300163	"Doctorate"	"Psychology"	"Yes"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"9-month"	18000	"No"	0	18000	"Psychology"	"Doctorate"	"Arts and Sciences"	0	"Social Science"
"188"	96300244	"Doctorate"	"Psychology"	"Yes"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"9-month"	18250	"No"	0	18250	"Psychology"	"Doctorate"	"Arts and Sciences"	0	"Social Science"
"189"	96300727	"Doctorate"	"Psychology"	"Yes"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"9-month"	18250	"No"	0	18250	"Psychology"	"Doctorate"	"Arts and Sciences"	0	"Social Science"
"190"	96300895	"Doctorate"	"Psychology"	"Yes"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"12-month"	21000	"No"	0	21000	"Psychology"	"Doctorate"	"Arts and Sciences"	0	"Social Science"
"191"	96301432	"Doctorate"	"Psychology"	"Yes"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"9-month"	18980	"No"	0	18980	"Psychology"	"Doctorate"	"Arts and Sciences"	0	"Social Science"
"192"	96303126	"Doctorate"	"Psychology"	"Yes"	"Yes"	"Graduate Research Assistant"	"Both"	"9-month"	25000	"Yes"	4000	29000	"Psychology"	"Doctorate"	"Arts and Sciences"	0	"Social Science"
"193"	96303191	"Doctorate"	"Psychology"	"Yes"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"9-month"	18250	"Yes"	1000	19250	"Psychology"	"Doctorate"	"Arts and Sciences"	0	"Social Science"
"194"	96305530	"Doctorate"	"Psychology"	"Yes"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"9-month"	18250	"No"	0	18250	"Psychology"	"Doctorate"	"Arts and Sciences"	0	"Social Science"
"195"	96330137	"Doctorate"	"Psychology"	"Yes"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"9-month"	18250	"No"	0	18250	"Psychology"	"Doctorate"	"Arts and Sciences"	0	"Social Science"
"196"	96331451	"Doctorate"	"Psychology"	"Yes"	"Yes"	"Instructor of Record"	"Internal (within USC)"	"9-month"	18250	"No"	0	18250	"Psychology"	"Doctorate"	"Arts and Sciences"	0	"Social Science"
"197"	96332174	"Doctorate"	"Psychology"	"Yes"	"Yes"	"Graduate Research Assistant"	"Both"	"Other"	24250	"No"	0	24250	"Psychology"	"Doctorate"	"Arts and Sciences"	0	"Social Science"
"198"	96346407	"Doctorate"	"Psychology"	"Yes"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"Semester-based"	33000	"No"	0	33000	"Psychology"	"Doctorate"	"Arts and Sciences"	0	"Social Science"
"199"	96346432	"Doctorate"	"Psychology"	"Yes"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"9-month"	18000	"No"	0	18000	"Psychology"	"Doctorate"	"Arts and Sciences"	0	"Social Science"
"200"	96300906	"Doctorate"	"Psychology- Psychology Community "	"Yes"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"9-month"	18224	"No"	0	18224	"Psychology"	"Doctorate"	"Arts and Sciences"	0.232323232323232	"Social Science"
"201"	96300024	"Doctorate"	"Psychology-Community Psychology"	"Yes"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"Semester-based"	18000	"No"	0	18000	"Psychology"	"Doctorate"	"Arts and Sciences"	0.225806451612903	"Social Science"
"202"	96318330	"Doctorate"	"Psychology-Community Psychology"	"Yes"	"Yes"	"Graduate Research Assistant"	"Both"	"9-month"	18250	"Yes"	25000	43250	"Psychology"	"Doctorate"	"Arts and Sciences"	0.225806451612903	"Social Science"
"203"	96301746	"Doctorate"	"Psychology-Community Psychology Program"	"Yes"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"9-month"	18000	"No"	0	18000	"Psychology"	"Doctorate"	"Arts and Sciences"	0.247863247863248	"Social Science"
"204"	96301968	"Doctorate"	"Psychology community Paychology"	"Yes"	"Yes"	"Other"	"Internal (within USC)"	"12-month"	25000	"No"	0	25000	"Psychology"	"Doctorate"	"Arts and Sciences"	0.225806451612903	"Social Science"
"205"	96305761	"Doctorate"	"Psychology Community Psychology"	"Yes"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"9-month"	18250	"Yes"	10000	28250	"Psychology"	"Doctorate"	"Arts and Sciences"	0.225806451612903	"Social Science"
"206"	96303014	"Doctorate"	"Psychology Department"	"Yes"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"9-month"	18250	"Yes"	10000	28250	"Psychology"	"Doctorate"	"Arts and Sciences"	0.174603174603175	"Social Science"
"207"	96301328	"Doctorate"	"Psychology, Psychology-Community"	"Yes"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"9-month"	18250	"No"	0	18250	"Psychology"	"Doctorate"	"Arts and Sciences"	0.229166666666667	"Social Science"
"208"	96300099	"Doctorate"	"School of Journalism and Mass Communication"	"Yes"	"Yes"	"Graduate Research Assistant"	"Internal (within USC)"	"9-month"	18000	"No"	0	18000	"Journalism and Mass Communications"	"Doctorate"	"Information and Communications"	0.233787947878235	"Humanities"
"209"	96330522	"Doctorate"	"SEOE"	"Yes"	"Yes"	"Graduate Research Assistant"	"Internal (within USC)"	"9-month"	17250	"No"	0	17250	"SEOE"	"Doctorate"	"Arts and Sciences"	0	"Natural Science"
"210"	96346999	"Doctorate"	"SEOE Marine Science"	"Yes"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"12-month"	25000	"No"	0	25000	"Marine Science"	"Doctorate"	"Arts and Sciences"	0.182957393483709	"Natural Science"
"211"	96300627	"Doctorate"	"Social Work"	"Yes"	"Yes"	"Graduate Research Assistant"	"Internal (within USC)"	"9-month"	18000	"No"	0	18000	"Social Work"	"Doctorate"	"Social Work"	0	"Professional"
"212"	96300171	"Doctorate"	"Special Education"	"No"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"9-month"	20000	"No"	0	20000	"Special Education"	"Doctorate"	"Education"	0	"Professional"
"213"	96300075	"Doctorate"	"Sport and Entertainment Management"	"Yes"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"9-month"	20000	"No"	0	20000	"Sport and Entertainment Management"	"Doctorate"	"Hospitality Retail and Sport Management"	0	"Humanities"
"214"	96300911	"Doctorate"	"Sport and Entertainment Management"	"Yes"	"Yes"	"Graduate Research Assistant"	"Internal (within USC)"	"9-month"	21000	"No"	0	21000	"Sport and Entertainment Management"	"Doctorate"	"Hospitality Retail and Sport Management"	0	"Humanities"
"215"	96302020	"Doctorate"	"Sport and Entertainment Management"	"Yes"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"9-month"	20000	"No"	0	20000	"Sport and Entertainment Management"	"Doctorate"	"Hospitality Retail and Sport Management"	0	"Humanities"
"216"	96300722	"Doctorate"	"statistics"	"Partially"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"Semester-based"	18000	"Yes"	0	18000	"Statistics"	"Doctorate"	"Arts and Sciences"	0.0666666666666668	"Natural Science"
"217"	96300084	"Doctorate"	"Statistics"	"Partially"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"9-month"	18000	"No"	0	18000	"Statistics"	"Doctorate"	"Arts and Sciences"	0	"Natural Science"
"218"	96300220	"Doctorate"	"Statistics"	"Yes"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"Semester-based"	17000	"No"	0	17000	"Statistics"	"Doctorate"	"Arts and Sciences"	0	"Natural Science"
"219"	96354650	"Doctorate"	"Statistics"	"Yes"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"Semester-based"	18000	"No"	0	18000	"Statistics"	"Doctorate"	"Arts and Sciences"	0	"Natural Science"
"220"	96299932	"Master's"	"Accounting"	"Yes"	"Yes"	"Other"	"Internal (within USC)"	"Semester-based"	2000	"No"	0	2000	"Accountancy"	"Master's"	"Business"	0.157575757575758	"Professional"
"221"	96299904	"Master's"	"Advanced Athletic Training"	"Yes"	"Yes"	"Graduate Staff Assistant"	"Internal (within USC)"	"12-month"	8000	"No"	0	8000	"Athletic Training, Advanced"	"Master's"	"Public Health"	0.232771790742805	"Professional"
"222"	96304752	"Master's"	"Aerospace Engineering"	"Yes"	"Yes"	"Graduate Research Assistant"	"Internal (within USC)"	"12-month"	30000	"No"	0	30000	"Aerospace Engineering"	"Master's"	"Engineering and Computing"	0	"Engineering"
"223"	96304752	"Master's"	"Aerospace Engineering"	"Yes"	"Yes"	"Graduate Research Assistant"	"Internal (within USC)"	"12-month"	30000	"No"	0	30000	"Aerospace Engineering"	"Master's"	"Engineering and Computing"	0	"Engineering"
"224"	96300141	"Master's"	"Anthropology"	"Yes"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"9-month"	1400	"No"	0	1400	"Anthropology"	"Master's"	"Arts and Sciences"	0	"Social Science"
"225"	96346815	"Master's"	"Art History at SVAD"	"Partially"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"Semester-based"	3000	"No"	0	3000	"Art History"	"Master's"	"Arts and Sciences"	0.140350877192982	"Humanities"
"226"	96303852	"Master's"	"Athletic Training"	"Yes"	"Yes"	"Other"	"Internal (within USC)"	"9-month"	22000	"No"	0	22000	"Athletic Training"	"Master's"	"Public Health"	0	"Natural Science"
"227"	96301891	"Master's"	"Biological"	"Yes"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"12-month"	26000	"No"	0	26000	"Biological Sciences"	"Master's"	"Arts and Sciences"	0.157894736842105	"Natural Science"
"228"	96329884	"Master's"	"Biological"	"Yes"	"Yes"	"Graduate Teaching Assistant"	"Internal (within USC)"	"Semester-based"	26000	"No"	0	26000	"Biological Sciences"	"Master's"	"Arts and Sciences"	0.157894736842105	"Natural Science"
